Code,Name,결산월,상장일,시가총액,유통시가총액,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)","P/FCF1(Adj., FY End)",EV/EBITDA,EV/EBIT,"DPS(보통주, 현금+주식, 연간)",year,수정주가,ROA,비유동부채,자산총계
A021050,서원,12,19960130,115535056700.0,59350358627.0,4.42,0.99,0.29,52.88,5.55,5.8,35.0,2011,2604,22.72,19425966.0,183955522.0
A021240,코웨이,12,20010807,2799630094800.0,1855594826833.0,17.56,4.01,2.05,105.06,8.35,13.47,1050.0,2011,36600,13.09,48230469.0,1270679666.0
A021320,KCC건설,12,20010821,266800000000.0,89324640000.0,5.67,0.69,0.21,-3.03,4.78,4.96,1000.0,2011,18248,7.48,84823400.0,850709462.0
A021650,한국큐빅,12,20030124,18345950000.0,8037360695.0,-33.4,0.58,0.21,-13.53,3.93,25.91,75.0,2011,2005,,660473.0,39700874.0
A021820,세원정공,6,19960703,123500000000.0,72124000000.0,1.9,0.54,1.0,2.27,0.67,0.71,1000.0,2011,11800,9.75,13530306.0,167518572.0
A022100,포스코 ICT,12,20001128,1120944083220.0,294584105070.0,73.66,5.31,1.55,-46.36,31.87,62.09,25.0,2011,8613,-24.17,58082469.0,280746724.0
A022520,코오롱아이넷,12,20110719,93994776500.0,79166160559.0,11.17,1.17,0.11,-3.1,10.02,10.7,0.0,2011,1230,1.56,2256970.0,227849203.0
A023020,동양매직,12,20000720,43260000000.0,15270780000.0,9.26,0.57,0.15,4.62,4.68,11.49,,2011,5350,1.76,12919245.0,193115140.0
A023150,MH에탄올,12,19961224,21210000000.0,9629340000.0,-16.46,0.47,0.46,-0.09,14.72,23.48,0.0,2011,2730,1.33,4700719.0,111123888.0
A023160,태광,12,19960701,532809192800.0,279511702543.0,408.4,2.18,2.93,-8.15,113.84,1690.58,15.0,2011,21922,13.2,5575836.0,342788652.0
A023410,유진기업,12,19960701,290274890100.0,108272534007.0,3.02,0.38,0.3,-10.91,7.72,8.6,0.0,2011,5140,0.06,128116178.0,1377053127.0
A023430,아이이,12,19960701,23718211720.0,18908158383.0,13.27,1.03,1.88,-5.71,7.7,15.42,0.0,2011,5300,-17.0,616227.0,19593127.0
A023440,제일제강,12,19960701,30000000000.0,12450000000.0,643.85,0.6,2.3,33.52,83.94,-234.61,0.0,2011,3382,2.64,8269648.0,63540163.0
A023450,동남합성,12,19961224,23648975500.0,11062990739.0,7.73,0.41,0.44,-4.56,4.46,5.26,200.0,2011,13255,8.85,1226041.0,47012991.0
A023530,롯데쇼핑,12,20060209,12938823117000.0,3928226698321.0,12.85,0.99,0.96,18.36,9.17,11.48,1500.0,2011,311267,4.48,3038967841.0,18658356413.0
A023590,다우기술,12,19970827,421746199800.0,219856293956.0,5.38,0.71,2.47,-209.04,4.71,4.91,130.0,2011,10300,8.41,55419532.0,568411559.0
A023600,삼보판지,12,19960701,37800000000.0,12353040000.0,12.59,0.52,0.47,-7.76,9.52,15.62,0.0,2011,2426,4.35,4240609.0,139906144.0
A023770,플레이위드,12,19960701,19217753030.0,9209147252.0,24.17,0.67,1.8,-24.72,24.96,93.86,0.0,2011,8191,-21.16,391324.0,42335301.0
A023790,동일철강,12,19960701,57952720650.0,20115389338.0,69.7,1.16,0.6,-15.31,29.58,43.44,0.0,2011,5800,0.63,3953111.0,128852748.0
A023800,인지컨트롤스,12,19970623,81409887360.0,44417234544.0,5.52,0.66,0.28,34.21,4.19,5.89,100.0,2011,5200,2.79,13959681.0,192975413.0
A023810,인팩,12,20040921,61300000000.0,33690480000.0,3.7,1.01,0.41,42.92,2.19,2.6,120.0,2011,3605,11.1,3674398.0,59004159.0
A023890,아트라스BX,12,19960701,310185000000.0,213624409500.0,3.82,1.03,0.49,4.94,1.46,1.64,700.0,2011,25900,23.12,3142681.0,223967249.0
A023900,풍국주정,12,19960701,46200000000.0,13365660000.0,4.8,0.57,0.92,-7.05,3.14,3.99,200.0,2011,3120,10.46,4644442.0,73724816.0
A023910,대한약품,12,19960701,18210000000.0,9212439000.0,7.26,0.68,0.25,-27.37,4.25,7.51,100.0,2011,10250,2.08,8909314.0,57625665.0
A023960,에쓰씨엔지니어링,12,19970623,33075191500.0,14761457966.0,30.36,0.62,0.66,3.14,92.08,122.31,100.0,2011,1675,7.93,2325465.0,61954945.0
A024060,흥구석유,12,19960701,31425000000.0,19128397500.0,23.59,0.56,0.23,-7.49,18.71,24.11,50.0,2011,1500,3.55,1308814.0,71398833.0
A024070,WISCOM,12,19961122,64010419200.0,31723563756.0,8.17,0.62,0.4,-12.78,2.94,3.91,300.0,2011,3869,8.44,576275.0,124208626.0
A024090,디씨엠,12,19990818,141570000000.0,55169829000.0,5.95,0.99,0.9,30.2,3.23,3.37,600.0,2011,10000,11.84,1049652.0,121786808.0
A024120,KB오토시스,12,19960701,73140000000.0,22446666000.0,26.79,1.51,0.92,-58.86,10.97,23.67,115.0,2011,4785,4.96,11615672.0,88539964.0
A024660,하림홀딩스,12,19970806,166853837800.0,81274504392.0,5.23,1.37,17.12,-12.24,14.47,24.74,0.0,2011,2565,13.89,53417745.0,475565039.0
A024720,한국콜마홀딩스,12,20020409,236980402080.0,189536925584.0,19.09,2.01,0.83,-27.83,11.96,16.15,105.0,2011,3969,7.3,8356214.0,168828217.0
A024740,한일단조,12,19961129,65233920000.0,32382117888.0,13.27,0.92,0.73,-2.34,12.17,17.69,100.0,2011,3070,3.26,15256872.0,117843515.0
A024800,유성티엔에스,12,19991210,28224000000.0,13894675200.0,5.7,0.26,0.08,-34.14,6.61,9.58,30.0,2011,3435,-1.3,36480245.0,246399243.0
A024810,이화전기,12,19960701,51033298127.0,50191248708.0,44.79,0.97,0.79,8.56,15.95,30.17,0.0,2011,559,-13.14,5099476.0,71894206.0
A024830,세원물산,12,19960701,49766000000.0,10963449800.0,7.15,0.59,0.65,-11.41,1.38,3.53,75.0,2011,5190,15.01,33979728.0,189171993.0
A024840,갑을메탈,12,19960701,82461139250.0,34361556725.0,4.95,2.98,0.05,2.26,3.96,5.2,0.0,2011,3662,-5.66,18066341.0,191195363.0
A024850,피에스엠씨,3,20010118,54051600000.0,43095340680.0,22.48,1.04,0.75,-46.97,11.04,20.96,0.0,2011,550,-5.51,4272909.0,73411791.0
A024880,케이피에프,12,19960701,77433346800.0,46049611342.0,4.25,0.59,0.35,-4.67,2.88,3.88,150.0,2011,8300,7.17,14855520.0,149663624.0
A024890,대원화성,12,19971028,33619910760.0,14917154404.0,-3.86,0.61,0.27,11.87,-23.81,-14.33,0.0,2011,797,-2.83,13791360.0,107080256.0
A024900,덕양산업,12,19970623,30448256300.0,14730866398.0,13.84,0.55,0.06,-6.8,-3.75,-61.21,4945.0,2011,1795,1.58,8016905.0,198673799.0
A024910,경창산업,12,19960701,122146000000.0,65519114400.0,9.26,1.49,0.37,-1.84,4.5,11.94,50.0,2011,2489,1.49,91577536.0,212042987.0
A024940,PN풍년,12,19960701,15550000000.0,8558720000.0,10.7,0.44,0.23,-2.03,3.36,6.88,15.0,2011,1090,3.36,1991693.0,40476891.0
A024950,삼천리자전거,12,19960701,143354631600.0,92392060066.0,52.18,1.85,1.87,-16.06,30.17,38.63,100.0,2011,8090,8.37,576890.0,79873428.0
A025000,KPX케미칼,12,19941227,272492000000.0,84690513600.0,6.36,1.2,0.55,7.57,3.85,4.32,1500.0,2011,57700,16.07,494864.0,261587269.0
A025270,부산방직,12,19960701,18000000000.0,7408800000.0,57.9,0.76,0.43,-3.82,21.23,25.8,0.0,2011,1550,6.34,2336539.0,50353523.0
A025320,시노펙스,12,19960701,110312123130.0,96269389856.0,-5.58,2.03,0.48,-73.6,-14.31,-9.82,0.0,2011,2165,1.26,28107860.0,148639495.0
A025440,대성엘텍,12,19960701,35685302928.0,11769012906.0,26.35,0.8,0.11,-9.59,7.19,12.83,0.0,2011,779,-9.43,11235449.0,121467046.0
A025530,SJM홀딩스,12,19970212,58093291120.0,15534146045.0,6.27,0.6,2.06,-9.33,3.59,3.77,150.0,2011,2990,10.61,13230465.0,199597208.0
A025540,한국단자,12,19961016,216632000000.0,112865272000.0,7.6,0.7,0.58,-7.21,3.92,5.71,300.0,2011,21950,4.58,6399505.0,319122983.0
A025550,한국선재,12,19960701,60676403400.0,32910881204.0,28.79,1.0,0.29,2.66,9.68,11.66,0.0,2011,2895,-12.09,13566316.0,181866863.0
A025560,미래산업,12,19961122,107087926400.0,95640227068.0,91.32,1.75,1.48,-25.46,24.53,40.65,0.0,2011,13633,-9.24,3523673.0,104484796.0
A025620,제이준코스메틱,12,19950708,30594685680.0,22484034506.0,-7.72,2.63,0.65,-32.95,-35.0,-22.35,0.0,2011,222814,2.03,7725479.0,72359983.0
A025750,한솔홈데코,12,20031104,65515746000.0,45618613940.0,10.43,0.77,0.49,-2.99,9.04,13.69,0.0,2011,1176,2.11,54103375.0,192941349.0
A025770,한국정보통신,12,19980120,143995276530.0,21901681560.0,19.07,3.01,1.21,61.05,6.98,11.39,0.0,2011,3540,24.45,10682869.0,98170132.0
A025820,이구산업,12,19950818,81932900000.0,39975061910.0,20.11,0.68,0.29,58.72,8.76,15.04,30.0,2011,1400,1.43,21003387.0,224555210.0
A025850,한화화인케미칼,12,19951110,190760000000.0,73194612000.0,8.1,1.4,0.68,-11.93,5.64,6.21,500.0,2011,14656,18.07,1419251.0,217383415.0
A025860,남해화학,12,19951110,774989950800.0,314025928064.0,46.04,2.23,0.77,-24.4,21.83,30.96,30.0,2011,10800,-7.14,13086759.0,486704479.0
A025870,신라에스지,12,19960701,14280000000.0,5953332000.0,22.02,0.49,0.37,-6.42,11.4,25.19,0.0,2011,3905,0.78,3267821.0,35289925.0
A025880,케이씨피드,12,19960701,21145500000.0,13059460800.0,7.1,0.49,0.28,-53.85,6.63,8.22,40.0,2011,2452,6.49,759000.0,73122060.0
A025890,한국주강,12,19970718,43540647150.0,20777596820.0,14.31,0.61,1.24,12.53,3.88,5.69,0.0,2011,2900,9.91,9333350.0,101864510.0
A025900,동화기업,12,19960701,161729697360.0,22415736054.0,56.04,0.6,8.35,22.33,37.38,38.22,0.0,2011,4459,2.35,3246888.0,283228785.0
A025920,우경,12,19960701,23349458800.0,19552836799.0,-11.92,3.76,0.92,11.84,-87.82,-45.26,0.0,2011,725,-7.22,488993.0,37864420.0
A025950,동신건설,12,19960701,60396000000.0,15346623600.0,9.4,0.96,1.08,-84.2,1.16,1.19,100.0,2011,4250,6.48,1919113.0,66616555.0
A025970,알덱스,12,19960701,22202605006.0,7859722172.0,-1.14,1.07,1.13,-12.12,-1.02,-1.0,,2011,120,-1.73,2289327.0,135267391.0
A025980,에머슨퍼시픽,12,19960701,25169415190.0,12602326186.0,13.1,0.8,0.23,0.38,1.6,2.88,0.0,2011,425,1.3,204339774.0,271305638.0
A026040,제이에스티나,12,19991221,34428208800.0,20619054250.0,4.04,0.62,0.32,41.12,3.28,3.84,50.0,2011,2830,9.73,3615836.0,72438954.0
A026150,특수건설,12,19970806,67165150080.0,37444571170.0,-38.95,0.9,0.6,-6.75,9.73,87.2,100.0,2011,2503,1.32,5961977.0,100199571.0
A026180,현대정보기술,12,20000808,145966657000.0,69450935401.0,-17.42,3.03,1.08,66.34,44.6,-29.53,0.0,2011,2235,0.49,18351075.0,209087629.0
A026220,에스티씨라이프,12,19960701,40758286917.0,27397720466.0,-4.95,1.88,8.67,-8.08,-5.19,-5.02,,2011,14,-41.38,827386.0,20476024.0
A026250,삼우이엠씨,12,19960701,31207954115.0,21829963903.0,-26.34,0.57,0.22,-5.27,-96.86,-33.23,0.0,2011,533,1.77,4877785.0,181540159.0
A026260,카테아,12,19960924,13973347600.0,15660131272.0,-1.03,4.27,2.5,-10.13,-2.99,-2.37,0.0,2011,127329,-35.88,1130537.0,19832949.0
A026870,코원에너지서비스,12,19951221,276935000000.0,119885161500.0,7.52,0.66,0.22,10.98,2.02,2.87,800.0,2011,29900,5.08,21372521.0,779484346.0
A026890,디피씨,12,19971125,78146578125.0,47161459898.0,17.74,0.54,1.41,-212.93,11.45,13.33,50.0,2011,1440,3.22,4242959.0,111196687.0
A026910,광진실업,12,19960701,33000000000.0,10794300000.0,5.56,0.79,0.27,-3.85,6.0,7.74,50.0,2011,3210,1.98,7476394.0,36508680.0
A026940,부국철강,12,20081014,50000000000.0,23355000000.0,5.31,0.55,0.18,-2.23,4.0,4.17,75.0,2011,2065,5.56,2623290.0,123483311.0
A026960,동서,12,20160715,1050450000000.0,317445990000.0,9.69,1.54,3.2,12.25,5.83,5.97,1350.0,2011,9291,15.78,38876748.0,722684057.0
A027040,서울전자통신,12,19991203,53882057820.0,32372340338.0,91.89,0.85,4.33,-17.89,24.76,26.74,15.0,2011,507,20.34,6130384.0,64602806.0
A027050,코리아나,12,19991210,37520000000.0,20151992000.0,-15.98,0.66,0.4,108.79,22.51,-68.79,0.0,2011,922,-8.35,11258820.0,113450738.0
A027390,한화갤러리아타임월드,12,19960130,123600000000.0,34237200000.0,4.72,0.58,0.99,2.8,2.69,3.47,700.0,2011,18600,6.12,29661423.0,309768759.0
A027580,상보,12,20071001,94267800000.0,66911284440.0,57.8,3.42,0.69,-19.88,13.21,37.76,0.0,2011,5947,1.38,15709057.0,131156625.0
A027710,팜스토리,12,19960706,90633874970.0,30153890203.0,6.14,0.44,0.19,-2.84,8.54,8.9,0.0,2011,1245,6.52,5170652.0,181901658.0
A027740,마니커,12,20021029,58046321450.0,37277347635.0,6.25,0.52,0.16,9.87,6.49,8.8,0.0,2011,831,3.68,46681039.0,188157157.0
A027970,세하,12,19960703,101472641875.0,73161774792.0,-1.37,2.6,0.49,-72.29,-3.99,-3.56,0.0,2011,6579,-6.31,56867721.0,210979727.0
A028040,미래SCI,12,19960727,20804283320.0,10100479552.0,-7.51,0.68,0.45,3.37,13.39,42.37,0.0,2011,4730,20.01,8741809.0,59166489.0
A028050,삼성엔지니어링,12,19961224,9420000000000.0,6859644000000.0,20.78,7.3,1.6,-125.72,15.06,15.82,3000.0,2011,125611,12.53,111563636.0,2452484329.0
A028080,휴맥스홀딩스,12,19970416,91061143440.0,44319458512.0,10.97,0.43,6.02,-16.49,16.65,16.65,150.0,2011,5670,3.27,197321.0,130929147.0
A028090,네오퍼플,12,19961129,28851213160.0,19514960581.0,-1.85,0.38,0.16,1.12,10.1,28.96,0.0,2011,1235,-20.24,14698405.0,67031867.0
A028100,동아지질,12,20090612,172500000000.0,81765000000.0,14.73,1.62,0.6,32.19,3.99,10.55,175.0,2011,9630,7.67,3757701.0,176454546.0
A028150,GS홈쇼핑,12,20000120,1002093750000.0,659377687500.0,9.32,1.62,0.9,8.32,4.28,4.63,3500.0,2011,116000,9.47,30226138.0,637868649.0
A028300,에이치엘비,12,19960727,47318644900.0,33899077206.0,-1.61,1.76,2.31,-15.45,-2.02,-1.99,0.0,2011,2047,-25.67,53299.0,53819479.0
A028670,팬오션,12,20070921,1949473801620.0,934382793116.0,26.9,0.86,0.33,-9.66,19.81,42.3,80.0,2011,91319,-1.86,1560392000.0,4991914000.0
A029460,케이씨,12,19971125,301513960800.0,171109172754.0,10.71,1.57,1.16,-6.12,5.51,6.33,30.0,2011,4358,5.62,7467420.0,182885347.0
A029480,바른테크놀로지,12,19960827,156210299280.0,137886831174.0,-10.43,4.21,2.32,40.56,-18.23,-15.87,0.0,2011,14028,2.29,4727548.0,102919708.0
A029530,신도리코,12,19961224,533233534100.0,260431258054.0,8.44,0.72,0.82,12.97,5.49,6.5,2750.0,2011,49500,7.44,22184963.0,762180890.0
A029960,코엔텍,12,20040618,113750000000.0,89316500000.0,43.69,1.75,4.26,-117.04,13.51,32.27,0.0,2011,3435,0.35,7306131.0,65191188.0
A030000,제일기획,12,19980303,1622081272500.0,1244136336008.0,15.18,2.31,2.59,7044.1,9.27,9.83,160.0,2011,18950,9.04,26638168.0,1032373174.0
A030190,NICE평가정보,12,20000516,180626589500.0,90186856137.0,97.93,2.32,3.48,12.77,56.75,81.88,800.0,2011,2335,13.32,6674692.0,152880073.0
A030200,KT,12,19981223,9974471065600.0,8376560800891.0,10.31,1.02,0.6,61.95,3.81,9.86,2000.0,2011,35650,2.4,8259945000.0,24342475000.0
A030270,에스마크,12,19970117,14100000000.0,5772540000.0,11.01,0.52,0.21,1.85,4.22,15.1,0.0,2011,15554,4.33,26593406.0,69765952.0
A030350,드래곤플라이,12,19971110,225503903200.0,95794058079.0,17.75,2.21,4.81,-92.27,14.04,17.2,200.0,2011,17500,-9.06,9493.0,85378601.0
A030420,디패션,12,19970704,2449053310.0,2145860510.0,-2.61,0.87,1.08,-1.27,-4.34,-4.06,,2011,70,-88.66,2419655.0,8984053.0
A030520,한글과컴퓨터,12,19960924,114256944450.0,77260545837.0,24.12,1.1,2.58,17.1,14.93,26.89,200.0,2011,12150,12.16,3125117.0,131095200.0
A030530,원익홀딩스,12,19960924,637211642000.0,405011719655.0,12.9,1.96,1.97,-96.47,8.51,9.68,0.0,2011,5867,10.43,5822135.0,131954464.0
A030720,동원수산,12,19961122,35996266000.0,25560948487.0,5.5,0.75,0.25,6.13,5.32,7.25,500.0,2011,21100,2.46,21349314.0,65651124.0
A030790,동양네트웍스,12,20101102,30192000000.0,12327393600.0,10.91,0.48,0.13,-3.12,6.77,13.35,25.0,2011,53587,4.01,8602458.0,72965649.0
A030960,양지사,6,19961024,31960000000.0,4797196000.0,2.34,0.51,0.7,10.63,1.33,1.53,500.0,2011,3395,11.4,810516.0,52100172.0
A031310,아이즈비전,12,19970725,18611637320.0,11170704719.0,-5.84,0.29,0.26,-4.02,-8.76,-5.67,0.0,2011,1330,-4.93,3903657.0,76397135.0
A031330,에스에이엠티,12,20000523,156040390360.0,124707479976.0,0.28,3.29,0.02,1.78,2.19,2.21,0.0,2011,1128,-13.54,5121755.0,160390459.0
A031390,녹십자셀,12,19980925,68836363336.0,64740599718.0,-3.84,1.32,16.82,-6.29,-4.01,-3.76,0.0,2011,17045,-25.83,29107326.0,73099147.0
A031440,신세계푸드,12,20100429,293145300000.0,140416598700.0,11.48,2.15,0.54,32.4,6.13,7.95,750.0,2011,78300,14.08,5321833.0,186160187.0
A031510,오스템,12,19970212,84500000000.0,63172200000.0,4.52,0.81,0.37,7.62,3.52,4.94,80.0,2011,2345,3.04,21624765.0,141693610.0
A031820,콤텍시스템,12,19970212,27455963692.0,21528221131.0,7.52,0.7,0.2,2.11,2.58,2.85,0.0,2011,620,4.04,1991627.0,105787286.0
A031860,엔에스엔,12,19970107,38056308826.0,32488670845.0,-14.81,0.95,2.6,2.39,-16.56,-15.78,0.0,2011,1862,10.01,149464.0,42215026.0
A031950,에듀패스,12,19961223,16100108031.0,13765592367.0,-1.19,1.82,1.12,-5.21,-1.79,-1.62,,2011,61,-17.07,8951436.0,27599457.0
A031980,피에스케이,12,19970107,144960582200.0,97181574307.0,14.05,1.13,1.42,-14.97,6.28,7.59,0.0,2011,5059,3.58,3472632.0,124890959.0
A032040,C&S자산관리,12,19970123,47864015636.0,36864864843.0,3.04,0.78,0.49,-65.11,3.05,3.3,300.0,2011,17903,7.21,17854652.0,70228463.0
A032080,아즈텍WB,12,20001026,42131405600.0,15727653710.0,2.98,0.41,0.51,7.71,2.23,2.46,50.0,2011,2050,7.29,2852978.0,120660230.0
A032190,다우데이타,12,19991221,107278500000.0,43447792500.0,4.35,0.61,0.75,4.53,4.33,4.38,60.0,2011,3455,6.03,19218000.0,332797877.0
A032280,삼일,12,19970315,22047658500.0,12456927053.0,22.83,0.78,0.31,-8.55,12.21,16.9,0.0,2011,1420,-0.84,2494831.0,65952030.0
A032290,알티전자,12,19970315,3295450760.0,2469281254.0,-10.12,1.21,1.37,-8.26,-104.93,-34.43,,2011,75,,,
A032350,롯데관광개발,12,20060608,213950000000.0,62815720000.0,-17.88,2.53,6.42,67.32,-44.61,-36.95,0.0,2011,8837,-0.64,1255429.0,221314264.0
A032420,터보테크,12,19970422,29008606529.0,23056040469.0,-2.85,2.28,7.24,-6.14,-8.37,-7.86,0.0,2011,12875,-14.07,27254946.0,42526888.0
A032500,케이엠더블유,12,20000321,86779000000.0,40456369800.0,-76.69,1.97,0.95,-4.33,17.47,33.69,0.0,2011,2348,-4.5,5336809.0,146251705.0
A032540,TJ미디어,12,19970416,55874287200.0,20282366254.0,6.97,0.75,0.96,15.21,3.65,4.12,220.0,2011,3375,8.27,6363862.0,86708758.0
A032560,황금에스티,12,20091029,92950000000.0,50852945000.0,6.26,0.78,0.55,317.11,5.52,6.07,138.0,2011,4500,10.32,1527232.0,168958187.0
A032580,피델릭스,12,19970422,32789755035.0,27625368617.0,21.42,1.1,0.65,-2.46,7.87,22.98,30.0,2011,1930,2.79,810486.0,38711888.0
A032620,유비케어,12,19970502,92054583950.0,51522950637.0,43.04,2.58,2.15,38.25,32.55,53.79,0.0,2011,4005,6.23,2389168.0,49211483.0
A032640,LG유플러스,12,20080421,3202017653700.0,1471006910110.0,6.44,0.79,0.46,,3.11,9.09,150.0,2011,7400,7.81,618799436.0,4027792908.0
A032680,소프트센,12,19970718,6164200804.0,4690340392.0,10.42,0.71,3.82,-23.72,9.27,12.47,0.0,2011,1290,-39.84,780906.0,17820735.0
A032750,삼진,12,19970714,36540000000.0,20038536000.0,4.16,0.77,0.34,2.52,4.02,4.53,50.0,2011,2690,1.89,1811086.0,54531833.0
A032790,엠젠플러스,12,19970626,30359961360.0,24388156960.0,-5.7,1.39,0.32,-10.3,-10.97,-7.81,0.0,2011,3177,-14.13,4514722.0,35680897.0
A032800,판타지오,12,19970626,25960247500.0,7863358968.0,-8.38,0.88,1.81,-6.96,-5.51,-3.07,0.0,2011,730,-14.9,773160.0,20974372.0
A032820,우리기술,12,20000622,76244570025.0,57290169917.0,20.37,2.44,4.2,39.36,13.67,17.06,0.0,2011,881,-8.19,6179066.0,68096198.0
A032850,비트컴퓨터,12,19970704,64363088000.0,45021980056.0,12.81,1.91,1.74,92.21,14.1,17.07,60.0,2011,5360,12.34,13553086.0,42861163.0
A032860,GMR 머티리얼즈,12,19970704,46935844890.0,15540458243.0,3.04,2.62,0.09,-2.1,11.69,13.7,0.0,2011,20387,-44.94,2175779.0,34876817.0
A032930,에이스앤파트너스,12,19970714,28550283710.0,15559904622.0,-5.46,0.45,1.72,1.25,-30.06,-17.01,0.0,2011,1095,0.64,31599239.0,143859868.0
A032940,원익,12,19970718,72631945000.0,39874937805.0,0.9,0.64,0.69,3.05,1.85,1.89,0.0,2011,3690,-13.79,928608.0,68198559.0
A032960,동일기연,12,19970718,99589160950.0,6114774482.0,5.94,0.99,1.74,16.36,1.82,1.87,60.0,2011,10568,31.02,517126.0,72824459.0
A032980,바이온,12,19970806,35128662030.0,23564306490.0,-13.32,2.62,1.18,-102.33,-159.25,-24.28,0.0,2011,5914,-140.73,327303.0,16109676.0
A033050,제이엠아이,12,19970818,90896364180.0,62327636918.0,16.17,1.03,3.14,-15.26,9.14,10.66,0.0,2011,2330,25.69,10378664.0,128323488.0
A033100,제룡전기,12,19970818,60285632000.0,33621296966.0,18.01,1.06,0.82,-36.34,7.75,13.72,50.0,2011,3153,7.24,4410542.0,68735768.0
A033110,이디,12,19970818,34632030270.0,28692637079.0,49.74,0.8,0.71,-7.55,17.72,34.21,0.0,2011,1690,-14.42,3512470.0,33681677.0
A033130,디지틀조선,12,19970806,94643930850.0,63922510896.0,42.4,2.38,3.05,-94.86,16.74,42.83,30.0,2011,2340,-3.62,1104848.0,50038105.0
A033160,엠케이전자,12,19971110,94659710165.0,67056938681.0,12.76,0.91,0.11,-35.62,10.17,12.81,200.0,2011,3590,4.13,15139337.0,189296481.0
A033170,시그네틱스,12,20101126,356629807040.0,113015985851.0,9.35,1.38,0.77,17.14,5.08,10.0,0.0,2011,4025,6.45,60098054.0,179771373.0
A033180,필룩스,12,20011226,33914380260.0,16750312410.0,10.38,0.76,0.88,-11.8,9.25,11.46,30.0,2011,1358,3.72,1049022.0,63971276.0
A033200,모아텍,3,19971013,82758086600.0,38482510269.0,11.17,0.81,0.68,30.54,5.59,6.27,60.0,2011,4625,11.78,3429925.0,120640719.0
A033230,인성정보,12,19990730,37544294300.0,26175881986.0,9.15,1.51,0.69,-11.45,8.99,10.23,0.0,2011,2470,1.2,1823998.0,52638199.0
A033240,자화전자,12,19990106,99435600000.0,46068513480.0,38.15,0.66,1.04,-6.41,14.1,-93.56,200.0,2011,9110,3.67,2709318.0,159809143.0
A033250,체시스,6,19990811,22563114000.0,13616839299.0,-26.92,0.55,0.26,-1.23,11.73,56.98,35.0,2011,1178,1.58,14816563.0,72865765.0
A033270,유나이티드제약,12,20071023,113145207720.0,54603877246.0,5.8,1.03,0.72,25.31,4.5,5.47,110.0,2011,5546,13.5,12074269.0,122501507.0
A033280,어울림엘시스,12,19971110,5655844256.0,3838055912.0,-0.67,0.23,0.64,-1.28,-2.75,-2.22,0.0,2011,110,-26.43,974060.0,17151049.0
A033290,코웰패션,12,19971013,44665997040.0,29251761461.0,12.28,0.46,0.73,5.3,13.25,17.51,0.0,2011,1185,-0.38,3049581.0,98185121.0
A033310,디케이디앤아이,12,19971110,42406753230.0,11738189294.0,19.84,2.43,0.76,6.31,11.19,12.32,0.0,2011,2950,-9.39,3938356.0,67139435.0
A033320,제이씨현시스템,12,19971110,32494534400.0,13832923294.0,19.03,0.73,0.36,-6.97,13.06,22.27,20.0,2011,1665,-6.28,1170801.0,60945512.0
A033340,좋은사람들,12,19971103,23535871650.0,12236299671.0,5.77,0.34,0.19,-5.19,4.24,6.59,0.0,2011,1770,3.68,3625136.0,84757308.0
A033430,디에스티,12,19980525,18978290752.0,16604106579.0,-1.86,0.9,3.59,-5.54,-4.21,-3.88,0.0,2011,2423,-11.51,5853506.0,37126515.0
A033500,동성화인텍,12,19971219,156774768290.0,102765860614.0,48.14,1.48,0.54,-14.89,9.65,15.33,0.0,2011,3685,-10.55,19154039.0,235147191.0
